sample_id,sample_role,condition,spectrum_file,relative_path,filter_label,filter_nm,bin_start_nm,bin_end_nm,bin_center_nm,mean_intensity_10nm,median_intensity_10nm,std_intensity_10nm,points_in_bin
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,840.0,850.0,844.977846,334.655385,340.28,26.310888,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,850.0,860.0,855.029308,310.903846,320.11,32.832881,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,860.0,870.0,865.042308,327.675,328.935,36.056605,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,870.0,880.0,875.016731,321.47,310.03,38.838925,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,880.0,890.0,884.952385,323.7,326.41,29.692199,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,890.0,900.0,895.039037,360.20963,321.37,172.350238,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,900.0,910.0,905.085308,325.833462,330.2,35.407533,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,910.0,920.0,915.090519,323.521481,328.94,37.678652,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,920.0,930.0,925.055154,333.491154,325.15,34.113313,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,930.0,940.0,934.97837,326.601481,321.37,55.128205,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,940.0,950.0,945.046519,315.492963,316.33,36.590647,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,950.0,960.0,955.071815,327.908519,333.98,43.96463,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,960.0,970.0,965.053815,328.282222,316.33,43.519476,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,970.0,980.0,974.992481,326.228148,321.37,38.151681,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,980.0,990.0,984.887556,325.107407,331.46,30.039616,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,990.0,1000.0,994.920964,321.733929,322.63,34.742033,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,1000.0,1010.0,1005.09,320.113214,321.37,27.829218,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,1010.0,1020.0,1015.031556,332.388889,323.89,31.795923,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,1020.0,1030.0,1024.926857,332.986071,330.2,28.867677,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,725,725,1030.0,1040.0,1032.275,311.485385,318.85,35.486711,13.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,180.0,190.0,188.705167,-126.61,-123.67,4.695743,6.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,190.0,200.0,194.959762,46.05381,67.9,118.660146,21.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,200.0,210.0,204.905818,291.885455,301.05,44.021468,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,210.0,220.0,215.0625,306.435909,303.57,36.70453,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,220.0,230.0,224.968333,274.344762,269.54,34.943222,21.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,230.0,240.0,234.853682,283.750909,283.41,42.174274,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,240.0,250.0,244.948455,300.365,283.41,68.93585,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,250.0,260.0,255.021727,289.594545,289.71,32.246934,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,260.0,270.0,265.073818,303.915,304.83,37.089245,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,270.0,280.0,275.104455,306.779091,311.13,28.056419,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,280.0,290.0,285.113545,305.519545,301.05,28.62884,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,290.0,300.0,295.101045,312.277727,308.61,31.228155,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,300.0,310.0,305.066727,302.083182,299.79,26.31469,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,310.0,320.0,315.010682,304.145,307.35,29.229723,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,320.0,330.0,324.932818,306.895,311.13,38.941953,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,330.0,340.0,334.832955,322.935455,325.0,28.83376,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,340.0,350.0,344.935087,320.614348,304.83,53.892222,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,350.0,360.0,355.014136,311.706818,317.435,30.09569,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,360.0,370.0,365.069739,313.490435,317.44,29.83245,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,370.0,380.0,375.102227,316.404091,306.09,31.762096,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,380.0,390.0,385.110913,322.585217,312.39,37.278048,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,390.0,400.0,395.096045,323.391818,317.435,39.705722,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,400.0,410.0,405.057435,312.393913,307.35,30.301315,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,410.0,420.0,414.995091,322.134091,325.0,47.047398,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,420.0,430.0,424.908696,315.681304,314.91,26.948088,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,430.0,440.0,435.01787,302.639565,309.87,30.403415,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,440.0,450.0,445.101783,308.667826,312.39,33.189278,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,450.0,460.0,455.160348,305.818696,294.75,36.143226,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,460.0,470.0,465.193435,323.244348,319.96,30.76659,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,470.0,480.0,475.201,317.435217,317.44,34.367326,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,480.0,490.0,485.182913,314.586522,314.91,31.98009,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,490.0,500.0,495.139043,325.763043,312.39,36.409176,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,500.0,510.0,505.069348,327.517826,325.0,55.527225,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,510.0,520.0,514.973652,322.367826,319.96,36.439195,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,520.0,530.0,525.066167,327.832917,328.78,30.065448,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,530.0,540.0,535.131478,320.723478,317.44,23.963673,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,540.0,550.0,544.956,326.421304,332.56,29.506509,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,550.0,560.0,554.966667,328.043333,322.48,39.183638,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,560.0,570.0,564.949739,317.983913,319.96,31.803805,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,570.0,580.0,574.905,319.43125,319.96,37.145074,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,580.0,590.0,585.043208,311.239167,309.87,36.37328,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,590.0,600.0,595.152042,324.787917,322.48,31.244887,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,600.0,610.0,605.02213,321.160435,319.96,36.563349,23.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,610.0,620.0,614.863458,326.256667,321.22,28.339925,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,620.0,630.0,624.885125,317.54,311.13,28.109023,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,630.0,640.0,634.876917,337.705,337.6,48.584441,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,640.0,650.0,644.83875,314.284167,308.61,44.106251,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,650.0,660.0,654.97728,326.308,319.96,37.583014,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,660.0,670.0,665.084458,339.280417,335.08,35.00642,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,670.0,680.0,674.95475,328.672917,330.04,36.678676,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,680.0,690.0,684.9992,315.0148,319.96,29.785436,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,690.0,700.0,695.012,323.84125,317.435,32.105306,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,700.0,710.0,704.99268,299.5896,299.79,31.271898,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,710.0,720.0,714.9415,332.138333,323.74,40.816433,24.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,720.0,730.0,724.85784,324.1904,325.0,30.901593,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,730.0,740.0,734.94336,331.1464,330.04,32.608413,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,740.0,750.0,744.99528,338.0044,332.56,28.912597,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,750.0,760.0,755.01288,350.3032,350.2,29.484897,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,760.0,770.0,764.99664,349.5984,342.64,32.548378,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,770.0,780.0,774.94604,338.5076,335.08,36.574851,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,780.0,790.0,784.86132,364.418,355.24,34.765317,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,790.0,800.0,794.938962,353.498462,353.98,33.496034,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,800.0,810.0,804.98072,350.8072,345.16,34.920025,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,810.0,820.0,814.986231,376.862692,377.93,44.491197,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,820.0,830.0,824.95548,466.4532,463.63,35.39061,25.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,830.0,840.0,834.888115,486.411154,486.31,33.565793,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,840.0,850.0,844.977846,473.517308,476.23,33.373657,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,850.0,860.0,855.029308,430.764231,428.34,46.463278,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,860.0,870.0,865.042308,373.856923,374.15,37.789915,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,870.0,880.0,875.016731,334.206154,330.04,39.981369,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,880.0,890.0,884.952385,329.844231,333.82,32.767196,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,890.0,900.0,895.039037,357.578148,330.04,168.321299,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,900.0,910.0,905.085308,324.609231,330.04,31.001979,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,910.0,920.0,915.090519,326.022963,319.96,23.457155,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,920.0,930.0,925.055154,316.466538,313.655,30.207649,26.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,930.0,940.0,934.97837,321.542593,317.44,50.225333,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,940.0,950.0,945.046519,327.424815,330.04,37.155272,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,950.0,960.0,955.071815,317.621852,314.91,32.791817,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,960.0,970.0,965.053815,330.039259,325.0,35.026737,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,970.0,980.0,974.992481,324.343333,327.52,32.238499,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,980.0,990.0,984.887556,318.368519,307.35,42.267243,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,990.0,1000.0,994.920964,321.845714,316.175,37.66231,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,1000.0,1010.0,1005.09,324.186786,322.48,32.36333,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,1010.0,1020.0,1015.031556,318.088519,325.0,41.52221,27.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,1020.0,1030.0,1024.926857,309.692857,308.61,30.870061,28.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,850,850,1030.0,1040.0,1032.275,313.363846,325.0,40.251307,13.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,180.0,190.0,188.705167,-109.276667,-112.64,13.933844,6.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,190.0,200.0,194.959762,47.357143,23.47,111.18577,21.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,200.0,210.0,204.905818,299.819545,314.6,53.500651,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,210.0,220.0,215.0625,279.884091,278.05,38.401567,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,220.0,230.0,224.968333,273.610476,275.53,36.880004,21.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,230.0,240.0,234.853682,285.841364,290.65,37.090761,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,240.0,250.0,244.948455,310.015909,296.96,66.11135,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,250.0,260.0,255.021727,291.455455,296.955,30.80896,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,260.0,270.0,265.073818,296.610909,299.475,35.633227,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,270.0,280.0,275.104455,295.007273,295.695,31.197624,22.0
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940 1 nes.txt,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,940,940,280.0,290.0,285.113545,302.684091,308.3,29.09677,22.0
